S_t,deltac,pcratio,ExPostReturns,RiskFreeRate,Prices,stdReturns
-4.83556910035404,-0.0471625031527818,2.45304482059788,0.310318833076032,0.00940000000000014,0.226513426502854,0.0361671497594143
-3.16260170113734,-0.0585773016042541,3.01883688137853,0.710966858011224,0.00940000000000014,0.583162048602218,0.0452958327430305
-2.87145219587492,0.123001147839256,3.14810823898351,0.262266698411145,0.0094000000000001,0.214926605364584,0.0239298383333879
-2.40218333196811,0.0692145677519616,3.39992280060897,0.414844317782854,0.0094000000000001,0.368134274713774,0.0202440395733784
-2.85785221097892,0.125745438294361,3.15456763488485,-0.00571125780730489,0.00940000000000009,-0.0416149163771758,0.00695151494767454
-4.24797599251724,0.104893040584511,2.62977902868889,-0.532454340874318,0.0094000000000001,-0.593223796367308,0.0278822490331741
-5.65419955942991,-0.0507614323366785,2.22901591492739,-0.370263437507615,0.00940000000000007,-0.45254838969707,0.0364727278792164
-6.93009583465313,-0.0677577066975172,1.92873916025521,-0.22334161600056,0.00940000000000017,-0.358339840524773,0.0458552031006451
-3.54682682772334,0.0690662556613688,2.86760339066404,1.12320820954069,0.00940000000000009,1.05720658656769,0.0322100994840964
-3.20333490023865,-0.011413492572713,3.00152083410403,0.155808068475769,0.00940000000000013,0.0982542529185561,0.0288018712695454
-6.05161239261758,-0.0929183410596934,2.13233299077469,-0.858185082511915,0.00940000000000017,-0.979646423031656,0.0424951088256956
-2.49329197771441,0.147756910226968,3.34594607955672,1.46089094563221,0.00940000000000009,1.4158053578451,0.0194374316149658
-2.5781226828267,-0.00602909276999464,3.29850904504727,0.00750066834072183,0.00940000000000009,-0.0415624554014132,0.0249677688014634
-2.45135686257318,0.204754903432552,3.37030523331552,0.26059892916915,0.0094000000000001,0.218278764362531,0.0164758850404721
-2.8833248650096,0.0312468758161515,3.14255028712259,-0.105068358683789,0.00940000000000009,-0.144664685922878,0.0136428679939598
-7.31757341010241,-0.0523169038178808,1.84024296699933,-1.33432464078275,0.00940000000000011,-1.44554276644479,0.0382567028380058
-2.47337490089622,-0.00285495549667436,3.35740012846402,1.83338553076257,0.00940000000000005,1.69901757701878,0.0426168607650756
-3.10166056620774,0.197800387037173,3.04474350292273,-0.151880578643121,0.0094000000000001,-0.201434481325117,0.0239757035476597
-2.50005414819328,0.218794848378388,3.3420854422267,0.640605458993794,0.0094000000000001,0.596856795310302,0.0205266318218461
-3.0182330009177,0.0988882736585293,3.08118945245411,-0.199177325998738,0.00940000000000009,-0.245389503796566,0.0213850281035341
-2.67779808967899,0.00858696626339661,3.24491103071328,0.172626996247114,0.00940000000000007,0.122555478233348,0.0241625923906428
-2.44900462179918,0.129218212827556,3.3716839171646,0.389421221959337,0.00940000000000009,0.34777418253936,0.0173790915310553
-2.47265110038028,0.208110062514738,3.35782435887968,0.201239262420926,0.00940000000000009,0.166436841775661,0.00675293480615291
-2.62572858564815,0.0993962725430042,3.27257623024682,0.0231560607464968,0.00940000000000009,-0.0148711204764355,0.0122440508406956
-2.95092279885083,0.0562996044039372,3.11140986397518,-0.123889209553833,0.00940000000000009,-0.160895670363405,0.0104992255149466
-6.06850190638341,-0.0394537739879723,2.12836478672062,-0.998264958860109,0.0094000000000001,-1.05871594760247,0.0274560075117013
-10.2207346684177,-0.05003691873261,1.17718854515067,-0.917019897988322,0.00940000000000011,-1.03860660019235,0.0394970706642848
-2.52405167534902,-0.0433825962105487,3.32844919931466,2.52057628045901,0.00939999999999995,2.31147387222179,0.0613274241266061
-3.54687800383339,0.184962462361157,2.86758420730356,-0.345511599562969,0.00940000000000009,-0.386417947357336,0.0138029452781206
-4.66401539812366,0.0351558245419907,2.50417093204631,-0.282100163203835,0.00940000000000011,-0.344345966224403,0.0300236844666547
-10.2265842649754,-0.022503805007533,1.17585255292754,-0.946624413165014,0.00940000000000016,-1.36709745308583,0.0689975997706594
-3.4147249769238,0.0110839461908792,2.91712175814278,2.06096656285051,0.00940000000000001,1.85837872675729,0.0618052563576764
-2.96527662851102,0.216032082540823,3.10496539306417,0.538512765479971,0.00940000000000009,0.481875306869161,0.0292804991125412
-4.72121584462861,0.112102104485327,2.48712416263888,-0.710442052495204,0.00940000000000009,-0.759879987539395,0.019998765703828
-8.90386643247688,-0.141858808724514,1.47794872660173,-1.01978022334389,0.00940000000000011,-1.14336370773367,0.0397824845401467
-9.88789028175729,-0.0716664504633471,1.25320703765795,-0.0774085447848518,0.00940000000000002,-0.25199205064967,0.0524806422400246
-10.1654133216188,-0.0199383434757587,1.18982341464425,0.114705406629767,0.00940000000000001,-0.0811360092670685,0.0557251881599001
-6.50232110041844,-0.0404609182619744,2.02643884134493,1.11715039021727,0.00940000000000021,0.876450276418083,0.0690900112656648
-3.60926407350508,0.104097651377405,2.84419879442055,0.951217483198293,0.00940000000000004,0.883214220166996,0.029725467667631
-5.65630252975337,-0.106601927971342,2.22849170670409,-0.561579600200735,0.00940000000000007,-0.709594990295535,0.0470693446358125
-3.57901138857129,-0.0139000489431362,2.85553901078166,0.807309411635798,0.00940000000000005,0.66470442103918,0.0484783123558257
-2.70503905834078,0.110358896267661,3.23048375182575,0.475368947414612,0.00940000000000009,0.438609245954742,0.011208842684329
-2.61618599431151,-0.0477969752704412,3.2776463321867,0.0543165653237465,0.00940000000000008,-0.00236664390661862,0.0276111128577897
-3.92917526866574,0.0653688647252233,2.73284937113947,-0.495546838518374,0.0094000000000001,-0.535498832049516,0.010276934402949
-2.65568547393746,0.10995983754757,3.25665974885616,0.789451995703124,0.00940000000000009,0.747502067939286,0.0189831741339728
-5.78123070707594,0.0780071871954497,2.19791701496386,-1.00329887589799,0.00940000000000011,-1.06959541562992,0.0290638549509482
-2.67804839307717,-0.0164680641267596,3.24477804128725,1.28400827117737,0.00940000000000007,1.1633215484399,0.0428346480479414
-2.53792321550178,0.15498901074399,3.32076826138741,0.179901925944348,0.00940000000000009,0.142647609254191,0.0120263305836465
-6.25102033140842,-0.0473830879723964,2.08548194449268,-1.30729870136931,0.00940000000000012,-1.38602945827075,0.029668630472187
-3.1329745426295,-0.0665680505489803,3.03143165145918,1.18299101577376,0.0094000000000001,1.05940069353823,0.0445975722427199
-2.3960584972516,0.202673734440411,3.40364071063971,0.588218523864845,0.0094000000000001,0.550910473439167,0.0113478297731862
-5.37184236765863,0.117944075800104,2.30206051530504,-1.10627606563785,0.0094000000000001,-1.15341142846145,0.0124411177174586
-4.4562811741033,-0.126993465722745,2.56607949450132,0.30780251347443,0.00940000000000012,0.203303159903319,0.0382409844715597
-3.16592343872055,-0.104507057514009,3.01742478102075,0.510957137078404,0.00940000000000016,0.404046118593881,0.0401461442234373
-4.18013016724497,0.0135812483154218,2.65171402419383,-0.393762793979589,0.00940000000000013,-0.449886719558856,0.0260662869197985
-2.7530426610866,-0.0564722354536569,3.20592485317754,0.726181605833129,0.00940000000000013,0.656905885764596,0.0324084474472048
-2.59232017861204,0.117708443576475,3.29064761923235,0.230931230043582,0.0094000000000001,0.174189883899389,0.0273435081059301
-6.20562013214599,0.125000811561672,2.09614875570268,-1.16728317207086,0.0094000000000001,-1.21669947827963,0.0168037312563017
-4.57382712586812,-0.0889974902476371,2.53104867119581,0.589026809132185,0.00940000000000017,0.447696158007409,0.047389568797947
-7.59231759656687,0.0834865727665797,1.77749400767415,-0.635051602621686,0.00940000000000011,-0.736090900823549,0.037708854153912
-3.2355488208239,0.0611320681724825,2.98837318609458,1.3898994043493,0.00940000000000011,1.33612875040195,0.0288063217298659
-3.64124137517324,0.026643179661507,2.83278667506988,-0.147307399714025,0.0094000000000001,-0.192993606991751,0.0195594036805058
-3.48816850372029,0.0486204201213525,2.88959145840185,0.239385093675462,0.00940000000000011,0.165910301145749,0.0343226722965621
-2.61158131960382,-0.00435994327012423,3.28009285528974,0.4491299864765,0.00940000000000008,0.390159588412784,0.0294434891225686
-2.59581432021521,-0.00601212382565208,3.28871284598673,0.0391950530430436,0.00940000000000009,-0.00288627563616602,0.0153931099988304
-2.38162515007526,-0.0248138797237418,3.41240207135031,0.153271591380062,0.00940000000000009,0.115822460391451,0.011521683906086
-3.98168930819877,0.0542876960796788,2.71587124143906,-0.687672008370305,0.00940000000000008,-0.737834766022093,0.019584468126373
-2.65198592941643,-0.10918214440996,3.25862536460885,0.667572926315324,0.00940000000000004,0.564379909973206,0.0382604401075563
-3.38461781912558,0.0487112200808975,2.92869212116055,-0.337457586415267,0.00940000000000009,-0.377579337338369,0.0145958920491399
-2.68145624701857,-0.0127843753183425,3.24296740450427,0.395408258721202,0.00940000000000007,0.340022968015943,0.0273909082437198
-5.00851944553837,0.0261248533222735,2.40158207744054,-0.822532522848635,0.0094000000000001,-0.874788245672898,0.0242602143919487
-4.08794789196146,-0.0984531584734318,2.68151715188613,0.41377367858067,0.00940000000000011,0.268415240873707,0.0477530004802297
-6.17691769673091,-0.0139382235460204,2.10289241464721,-0.575806218380679,0.00940000000000009,-0.670024726665684,0.0368352642796611
-3.07494692065133,0.092125313502156,3.05609971258794,1.23059818908977,0.0094000000000002,1.16324606234795,0.0341368040293544
-4.56226382137596,-0.00610113879665519,2.53449474543666,-0.48522608817467,0.00940000000000014,-0.592483208545339,0.0391030887957668
-2.70343195745484,0.00689841123823154,3.2313067871984,0.786483168429621,0.00940000000000008,0.713049495059158,0.032511520247413
-5.1530652937808,-0.00520024636289129,2.36198802008424,-0.828764419763162,0.00940000000000011,-0.918876564441581,0.034097574416705
-3.66007630436863,-0.00771080508944966,2.82621127577776,0.634178656437295,0.00940000000000016,0.551519399522816,0.0374070201580009
-6.9982632193309,-0.01402348464757,1.91317037787807,-0.98919355933614,0.00940000000000014,-1.07895363489402,0.0330336415156669
-7.19302116942093,-0.100310938402938,1.86868951425828,0.134395904064686,0.00940000000000016,-0.0653388000378637,0.0574252910555653
-2.60927672243033,0.136651818596691,3.28131731751261,1.67741303190881,0.0094000000000001,1.63519520588267,0.0155448636893168
-2.84797875309031,0.15780507107764,3.15932687389082,-0.0108208243188072,0.0094000000000001,-0.0515437970694816,0.014276135014468
-4.22152972236707,-0.0253193682076507,2.63832927941601,-0.492590254574093,0.00940000000000009,-0.556313860260795,0.0270945158387307
-5.14073833722127,-0.0174479424646004,2.36536462502296,-0.246329002502063,0.00940000000000015,-0.315835477675842,0.0326350839954692
-14.959088550313,-0.124563389548754,0.0949935810660252,-2.18256029236115,0.0094000000000001,-2.46168738877981,0.0582238869263333
-10.347548135663,-0.0771400481809712,1.14822555524918,1.55785131514857,0.00940000000000027,1.0900954987619,0.0949908324252571
-8.30277902646652,0.0605232089999168,1.61523137369244,0.605903405744951,0.00940000000000001,0.467804225954152,0.0484007297764103
-5.77054453567557,-0.0219253869900191,2.20053232884622,0.741810451903811,0.00940000000000003,0.613112126427904,0.0459152180752665
-2.81526053966797,0.0501204300300762,3.17509782255764,1.16716101891397,0.00940000000000007,1.09938922950585,0.0330990910716931
-3.30068094573709,0.134452995998716,2.96229697561137,-0.149383231289708,0.00940000000000008,-0.19250891984296,0.017461674256941
-5.4519782451181,-0.103186383833934,2.28093846742913,-0.713303512181191,0.00940000000000011,-0.797623106561954,0.0348282375724157
-5.0064799614685,0.0546780421647162,2.40214073374386,0.229597120324527,0.00940000000000009,0.173987653756974,0.0230646397614197
-3.17035560808286,0.000661367157539061,3.01554062618146,0.719652465483812,0.00940000000000009,0.664724453575513,0.0272310082565397
-4.23287617134398,-0.0534181845290593,2.63466089884422,-0.372591754572837,0.00940000000000007,-0.439683036167497,0.0318416813454269
-2.7682555689131,0.0214557382025928,3.19836027193154,0.649633584487936,0.00940000000000012,0.597759555718756,0.0258672079303715
-4.90253234091928,0.0289436382963189,2.43308856167967,-0.643004487705354,0.00940000000000014,-0.710234761202559,0.0308560364308338
-5.31615405403702,0.132068001801553,2.31731468075095,-0.00586968682582467,0.00940000000000008,-0.0669855326942755,0.0298954149537064
-2.61193528908603,0.0609970343334121,3.27990478673529,1.23359809307522,0.00940000000000005,1.1780277350846,0.0260192712043724
-3.77071081725245,0.101024530294336,2.78758803009662,-0.462607581872255,0.0094000000000001,-0.515432012269431,0.0246365064830654
-4.6715375349441,0.0607150335388855,2.50192919898889,-0.160773802511538,0.00940000000000012,-0.221611369330915,0.0273158584543123
-6.00593016813248,0.0165995371478385,2.1430660640244,-0.3343275778891,0.00940000000000007,-0.395587994846106,0.0273811966864954
-2.4553199614492,0.00989058613141403,3.36798240120025,1.45889228628172,0.00940000000000007,1.39905180612627,0.0223134363323462
-2.55271263370087,0.164443701871195,3.31257907677515,0.0756616788605109,0.00940000000000009,0.0394122622964079,0.00971210482871303
-2.40274809468082,-0.00765381108238472,3.3995799771612,0.155435910888286,0.0094000000000001,0.113765272350156,0.0168511891721165
-3.00228904864527,0.0428120641281762,3.08834784426025,-0.315860888315972,0.00940000000000009,-0.354767278623749,0.0108660318135213
-5.64055975354484,-0.100434984379628,2.23251808550516,-0.852073003259584,0.00940000000000012,-0.941356006157944,0.0359584687641527
